Serial_No,Order_ID,Order_Date,Region,Customer_ID,Segment,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
2996,ORD02996,23-11-2024,South,CUST1195,Home Office,Electronics,Headphones,4,499,0,1996,220.15
2997,ORD02997,24-04-2024,WEST,CUST2620,Consumer,Furniture,Tablet,10,499,0.05,4740.5,1347.22
2998,ORD02998,05-04-2025,West,,Consumer,Office Supplies,Laptop,2,299,0.15,508.3,78.5
2999,ORD02999,25-01-2024,north,,Home Office,Office Supplies,Tablet,2,99,0.15,168.3,16.32
3000,ORD03000,19-03-2025,South,,Corporate,Electronics,Headphones,7,149,0.15,886.55,75.2
3001,ORD03001,10-12-2025,West,CUST1580,Corporate,Electronics,Chair,10,499,0.1,4491,376.37
3002,ORD03002,26-08-2024,West,,Consumer,Office Supplies,Laptop,3,499,0.1,1347.3,102.09
3003,ORD03003,22-08-2024,West,,Corporate,Electronics,Tablet,,99,,396,39.78
3004,ORD03004,02-08-2025,South,CUST1949,Consumer,Electronics,Tablet,2,99,0.15,168.3,25.59
3005,ORD03005,31-10-2024,North,,Consumer,Furniture,Desk,8,999,0.15,6793.2,1987.33
3006,ORD03006,30-05-2024,East,,Consumer,Office Supplies,Phone,7,99,0.1,623.7,178.14
3007,ORD03007,14-11-2024,north,,Home Office,Electronics,Desk,10,999,,9990,2748.89
3008,ORD03008,06-12-2025,West,,Corporate,Furniture,Headphones,8,499,,3992,535.69
3009,ORD03009,22-07-2025,West,,Consumer,Electronics,Chair,4,499,0.15,1696.6,206.87
3010,ORD03010,20-07-2024,WEST,CUST1011,Home Office,Office Supplies,Chair,3,149,0,447,120.17
3011,ORD03011,11-01-2024,East,,Corporate,Furniture,Printer,8,999,0.15,6793.2,1871.2
3012,ORD03012,16-01-2025,West,,Corporate,Office Supplies,Headphones,4,799,0.05,3036.2,563.81
3013,ORD03013,01-03-2024,north,,Corporate,Furniture,Desk,9,799,0,7191,1065.8
3014,ORD03014,14-04-2024,North,,Home Office,Electronics,Phone,3,149,0.05,424.65,65.42
3015,ORD03015,17-01-2025,North,,Consumer,Furniture,Phone,1,99,,99,14.34
3016,ORD03016,26-08-2025,East,,Home Office,Electronics,Chair,5,499,0.15,2120.75,475.44
3017,ORD03017,21-01-2025,South,CUST1884,Consumer,Electronics,Printer,7,999,0.1,6293.7,814.71
3018,ORD03018,16-06-2024,North,CUST2712,Home Office,Furniture,Chair,4,499,0.05,1896.2,446.54
3019,ORD03019,19-08-2024,West,,Corporate,Office Supplies,Monitor,1,999,0.1,899.1,157.49
3020,ORD03020,01-09-2025,WEST,,Home Office,Office Supplies,Laptop,3,99,,297,77.88
3021,ORD03021,29-03-2024,WEST,,Corporate,Electronics,Phone,1,,,99,10.62
3022,ORD03022,09-04-2025,north,,Home Office,Office Supplies,Printer,8,499,,3992,569.44
3023,ORD03023,21-04-2025,East,CUST2034,Corporate,Electronics,Headphones,7,499,0,3493,901.7
3024,ORD03024,04-05-2024,East,CUST1308,Corporate,Office Supplies,Laptop,6,999,0.05,5694.3,1454.94
3025,ORD03025,11-10-2024,WEST,,Consumer,Electronics,Tablet,10,199,0,1990,458.7
3026,ORD03026,22-02-2024,north,CUST1206,Consumer,Electronics,Headphones,7,299,0.05,1988.35,194.09
3027,ORD03027,05-08-2024,north,CUST2890,Home Office,Furniture,Laptop,8,499,0.1,3592.8,556.03
3028,ORD03028,29-05-2024,West,,Corporate,Office Supplies,Laptop,9,149,0.05,1273.95,142.81
3029,ORD03029,22-03-2024,West,CUST1693,Consumer,Office Supplies,Tablet,9,199,0.05,1701.45,466.52
3030,ORD03030,24-02-2025,north,,Home Office,Electronics,Desk,9,199,0.05,1701.45,311.2
3031,ORD03031,27-10-2025,north,,Corporate,Electronics,Chair,5,299,,1495,146.04
3032,ORD03032,17-01-2025,East,,Home Office,Electronics,Monitor,9,199,0.05,1701.45,491.18
3033,ORD03033,12-04-2025,East,,Corporate,Electronics,Desk,10,199,0.05,1890.5,480.54
3034,ORD03034,05-04-2025,north,,Consumer,Furniture,Chair,3,299,0.15,762.45,118.11
3035,ORD03035,28-07-2025,South,CUST1662,Consumer,Electronics,Phone,3,299,0.05,852.15,91.55
3036,ORD03036,04-03-2025,North,,Corporate,Office Supplies,Phone,8,99,0,792,225.06
3037,ORD03037,04-02-2025,East,,Consumer,Electronics,Laptop,7,99,0,693,68.38
3038,ORD03038,25-01-2024,north,,Consumer,Electronics,Headphones,6,799,0.05,4554.3,974.29
3039,ORD03039,09-07-2025,WEST,,Home Office,Office Supplies,Printer,4,299,0.1,1076.4,67.55
3040,ORD03040,22-12-2025,north,CUST1217,Corporate,Electronics,Printer,3,99,0.15,252.45,45.77
3041,ORD03041,15-07-2024,West,CUST1124,Home Office,Electronics,Laptop,4,149,,596,55.59
3042,ORD03042,15-01-2025,West,,Home Office,Electronics,Headphones,1,299,,299,64.6
3043,ORD03043,22-07-2024,WEST,CUST2941,Consumer,Furniture,Monitor,10,499,0.1,4491,1284.08
3044,ORD03044,05-03-2024,WEST,,Corporate,Electronics,Headphones,10,499,0,4990,1424.6
3045,ORD03045,04-02-2025,West,,Corporate,Furniture,Phone,10,99,0,990,124.47
3046,ORD03046,12-02-2024,South,CUST2707,Home Office,Furniture,Chair,7,799,0,5593,1349.6
3047,ORD03047,05-12-2024,North,,Home Office,Furniture,Monitor,9,149,0.1,1206.9,321.85
3048,ORD03048,13-11-2024,north,CUST1819,Consumer,Furniture,Printer,5,149,0.15,633.25,76.55
3049,ORD03049,03-04-2025,WEST,CUST1405,Home Office,Office Supplies,Laptop,10,199,0.15,1691.5,402.64
3050,ORD03050,15-05-2024,north,CUST1441,Consumer,Electronics,Chair,9,99,,891,201.07
3051,ORD03051,09-06-2024,north,,Corporate,Office Supplies,Headphones,6,499,0.15,2544.9,252.91
3052,ORD03052,30-04-2025,West,,Home Office,Electronics,Tablet,6,149,0.1,804.6,230.29
3053,ORD03053,08-02-2025,West,CUST1798,Corporate,Electronics,Desk,4,199,,796,151.31
3054,ORD03054,24-09-2024,West,CUST1538,Consumer,Furniture,Monitor,9,299,,2691,318.7
3055,ORD03055,21-09-2024,West,,Corporate,Office Supplies,Desk,9,799,0.1,6471.9,1311.9
3056,ORD03056,30-04-2025,East,CUST1927,Home Office,Furniture,Monitor,5,299,0,1495,421.88
3057,ORD03057,18-03-2024,South,,Home Office,Electronics,Headphones,9,99,,891,148.15
3058,ORD03058,09-11-2024,north,,Home Office,Electronics,Monitor,2,799,0,1598,469.93
3059,ORD03059,11-01-2024,North,CUST2230,Consumer,Electronics,Chair,6,999,0.15,5094.9,1042.39
3060,ORD03060,24-07-2024,North,,Consumer,Furniture,Tablet,3,299,0,897,55.53
3061,ORD03061,07-06-2025,West,CUST2426,Home Office,Furniture,Monitor,,999,0.1,1798.2,166.52
3062,ORD03062,31-10-2024,North,,Corporate,Office Supplies,Phone,6,199,0.1,1074.6,192.67
3063,ORD03063,15-09-2025,East,CUST2130,Corporate,Electronics,Printer,3,999,,2997,801.76
3064,ORD03064,04-08-2025,East,CUST2000,Consumer,Electronics,Monitor,4,199,0.1,716.4,144.32
3065,ORD03065,05-04-2024,South,,Consumer,Furniture,Desk,7,499,,3493,651.82
3066,ORD03066,29-01-2025,North,,Corporate,Electronics,Phone,6,299,,1794,218.09
3067,ORD03067,25-12-2024,East,,Consumer,Furniture,Laptop,9,799,0.05,6831.45,1463.08
3068,ORD03068,30-10-2024,north,CUST1770,Consumer,Furniture,Laptop,3,99,0.05,282.15,61.55
3069,ORD03069,27-05-2025,WEST,CUST1199,Corporate,Office Supplies,Printer,4,149,0.1,536.4,114.71
3070,ORD03070,11-08-2025,East,,Home Office,Furniture,Phone,4,99,0.05,376.2,34.2
3071,ORD03071,13-08-2025,South,,Consumer,Electronics,Desk,1,499,0.1,449.1,80.14
3072,ORD03072,04-01-2024,north,CUST2432,Consumer,Electronics,Monitor,1,99,0.05,94.05,15.07
3073,ORD03073,21-06-2025,North,,Corporate,Office Supplies,Phone,2,99,0,198,24.73
3074,ORD03074,30-07-2024,north,CUST2625,Home Office,Office Supplies,Laptop,4,999,0.1,3596.4,1001.86
3075,ORD03075,16-06-2025,WEST,,Consumer,Office Supplies,Laptop,7,199,0.15,1184.05,126.27
3076,ORD03076,02-05-2025,North,,Consumer,Office Supplies,Desk,1,499,0,499,138.29
3077,ORD03077,18-07-2025,West,CUST1044,Consumer,Office Supplies,Laptop,7,299,0.1,1883.7,508.88
3078,ORD03078,15-11-2024,East,,Corporate,Office Supplies,Desk,2,799,0.1,1438.2,273.47
3079,ORD03079,07-11-2024,West,CUST1516,Home Office,Office Supplies,Tablet,1,499,0.1,449.1,113.53
3080,ORD03080,24-06-2025,East,CUST1213,Corporate,Furniture,Phone,5,499,0,2495,180.29
3081,ORD03081,16-03-2025,North,,Consumer,Office Supplies,Phone,2,299,0.15,508.3,89.28
3082,ORD03082,24-09-2025,North,,Consumer,Office Supplies,Phone,6,299,0.1,1614.6,87.36
3083,ORD03083,25-06-2025,WEST,,Consumer,Electronics,Monitor,3,499,0,1497,434.24
3084,ORD03084,12-04-2024,WEST,CUST1996,Home Office,Electronics,Printer,7,799,,5593,309.43
3085,ORD03085,24-02-2024,South,,Corporate,Furniture,Tablet,1,799,0.15,679.15,56.02
3086,ORD03086,01-07-2025,WEST,,Consumer,Furniture,Monitor,2,499,0,998,173.38
3087,ORD03087,24-01-2024,north,,Consumer,Furniture,Chair,4,149,0.1,536.4,121.61
3088,ORD03088,03-06-2024,north,,Corporate,Furniture,Tablet,6,999,0.15,5094.9,439.38
3089,ORD03089,22-01-2025,North,CUST1464,Corporate,Furniture,Desk,7,999,0.05,6643.35,683.73
3090,ORD03090,13-12-2024,North,CUST2357,Home Office,Electronics,Chair,5,199,0,995,110.65
3091,ORD03091,16-06-2025,South,CUST2218,Consumer,Electronics,Desk,1,299,,299,16.46
3092,ORD03092,18-06-2024,North,,Corporate,Office Supplies,Laptop,10,799,0.05,7590.5,529.07
3093,ORD03093,15-10-2024,WEST,CUST1700,Home Office,Electronics,Desk,8,499,0,3992,685.72
3094,ORD03094,17-02-2024,North,,Corporate,Furniture,Laptop,5,799,0.15,3395.75,642.84
3095,ORD03095,29-08-2025,East,,Consumer,Office Supplies,Desk,1,199,,199,44.66
3096,ORD03096,07-11-2025,South,CUST2966,Home Office,Furniture,Desk,9,149,0.05,1273.95,381.33
3097,ORD03097,11-06-2024,North,,Home Office,Furniture,Desk,5,99,0,495,59.4
3098,ORD03098,19-12-2025,West,CUST1381,Corporate,Office Supplies,Monitor,6,199,0.1,1074.6,61.7
3099,ORD03099,02-05-2024,North,,Home Office,Office Supplies,Laptop,5,999,0.1,4495.5,361.67
3100,ORD03100,07-02-2024,South,CUST1037,Consumer,Office Supplies,Tablet,10,799,0.1,7191,827.76
3101,ORD03101,12-01-2024,north,,Corporate,Electronics,Tablet,7,149,0.1,938.7,51.94
3102,ORD03102,01-06-2024,South,,Corporate,Electronics,Phone,1,149,0,149,22.31
3103,ORD03103,23-06-2025,North,,Consumer,Electronics,Monitor,8,149,,1192,270.99
3104,ORD03104,01-07-2025,WEST,CUST1245,Corporate,Office Supplies,Chair,9,149,0,1341,360.92
3105,ORD03105,11-11-2024,West,,Home Office,Office Supplies,Printer,7,199,,1393,126.81
3106,ORD03106,17-07-2025,North,,Consumer,Electronics,Monitor,2,199,0.1,358.2,40.41
3107,ORD03107,19-09-2024,North,,Corporate,Electronics,Chair,4,149,0.15,506.6,114.28
3108,ORD03108,30-11-2025,North,,Corporate,Office Supplies,Phone,8,499,0.15,3393.2,668.93
3109,ORD03109,18-06-2025,north,,Consumer,Electronics,Printer,6,199,,1194,74.72
3110,ORD03110,10-05-2024,WEST,,Corporate,Furniture,Tablet,10,149,0.1,1341,165.97
3111,ORD03111,18-02-2024,WEST,,Home Office,Electronics,Laptop,3,299,0.05,852.15,155.07
3112,ORD03112,29-04-2025,WEST,CUST1773,Consumer,Office Supplies,Tablet,9,499,0.15,3817.35,555.32
3113,ORD03113,17-02-2024,North,,Corporate,Electronics,Monitor,8,999,0.05,7592.4,1827.11
3114,ORD03114,18-10-2024,North,,Home Office,Electronics,Desk,3,199,0.1,537.3,40.29
3115,ORD03115,02-01-2025,WEST,CUST1826,Home Office,Electronics,Printer,6,149,0,894,248.17
3116,ORD03116,16-11-2024,East,CUST1699,Consumer,Electronics,Monitor,5,999,0.05,4745.25,523.78
3117,ORD03117,23-11-2024,north,,Consumer,Electronics,Monitor,5,999,0.15,4245.75,845.15
3118,ORD03118,10-06-2025,South,,Consumer,Furniture,Monitor,1,499,0,499,140.73
3119,ORD03119,13-08-2024,North,,Home Office,Electronics,Monitor,7,799,0.1,5033.7,1365.15
3120,ORD03120,11-01-2024,East,CUST1928,Consumer,Furniture,Monitor,8,299,0.15,2033.2,448.61
3121,ORD03121,07-09-2025,South,CUST1988,Home Office,Office Supplies,Tablet,8,499,0.15,3393.2,993.9
3122,ORD03122,18-09-2025,East,CUST1904,Corporate,Furniture,Desk,5,149,0.15,633.25,136.6
3123,ORD03123,16-01-2025,north,,Home Office,Electronics,Monitor,3,999,0.15,2547.45,467.94
3124,ORD03124,24-01-2024,WEST,,Consumer,Electronics,Laptop,1,499,0.1,449.1,46.55
3125,ORD03125,06-06-2025,WEST,CUST1475,Home Office,Office Supplies,Laptop,5,99,0,495,37.02
3126,ORD03126,15-02-2025,East,CUST2550,Home Office,Office Supplies,Printer,7,199,0,1393,242.33
3127,ORD03127,24-07-2024,North,CUST2375,Consumer,Office Supplies,Printer,3,799,0.15,2037.45,521.29
3128,ORD03128,04-11-2025,East,,Home Office,Electronics,Monitor,6,99,0.1,534.6,31.71
3129,ORD03129,29-05-2024,North,,Corporate,Office Supplies,Tablet,4,499,0.15,1696.6,225.51
3130,ORD03130,06-08-2024,East,,Corporate,Furniture,Headphones,3,799,0,2397,374.15
3131,ORD03131,21-01-2025,West,CUST1687,Consumer,Furniture,Monitor,7,799,0.1,5033.7,388.7
3132,ORD03132,23-03-2025,North,,Consumer,Office Supplies,Phone,6,149,0.1,804.6,150.26
3133,ORD03133,22-01-2025,East,CUST2605,Home Office,Electronics,Monitor,8,999,0,7992,1326.89
3134,ORD03134,24-06-2024,West,,Consumer,Electronics,Headphones,9,99,0,891,56.73
3135,ORD03135,14-11-2024,East,CUST2498,Consumer,Office Supplies,Headphones,9,499,0.05,4266.45,879.52
3136,ORD03136,23-09-2025,north,,Home Office,Electronics,Phone,3,299,0.05,852.15,245.86
3137,ORD03137,14-08-2024,East,,Home Office,Furniture,Desk,3,799,,2397,223.43
3138,ORD03138,06-05-2025,WEST,CUST2565,Corporate,Office Supplies,Chair,8,99,0.05,752.4,174.8
3139,ORD03139,27-08-2024,WEST,,Corporate,Electronics,Chair,10,799,0.15,6791.5,999.38
3140,ORD03140,07-05-2024,East,,Corporate,Office Supplies,Phone,10,999,0.1,8991,2347.66
3141,ORD03141,05-08-2024,north,,Home Office,Office Supplies,Printer,10,499,0.1,4491,585.16
3142,ORD03142,24-01-2025,West,,Corporate,Office Supplies,Tablet,5,799,0.15,3395.75,728.65
3143,ORD03143,13-03-2024,north,,Corporate,Electronics,Printer,9,999,0,8991,569.12
3144,ORD03144,15-06-2024,South,CUST2145,Home Office,Furniture,Monitor,4,999,,3996,708.72
3145,ORD03145,24-03-2025,North,,Consumer,Electronics,Desk,3,99,0.05,282.15,17.83
3146,ORD03146,19-02-2025,East,CUST2590,Home Office,Electronics,Chair,2,99,0,198,18.75
3147,ORD03147,08-09-2025,South,CUST2259,Corporate,Office Supplies,Headphones,9,99,0.15,757.35,162.1
3148,ORD03148,27-05-2025,East,,Home Office,Furniture,Desk,6,99,0.15,504.9,28.64
3149,ORD03149,04-10-2025,North,,Consumer,Office Supplies,Laptop,8,799,0.15,5433.2,767.74
3150,ORD03150,17-11-2024,WEST,,Corporate,Furniture,Printer,2,149,0.1,268.2,29.41
3151,ORD03151,21-12-2025,East,,Consumer,Electronics,Monitor,3,99,0.05,282.15,40.94
3152,ORD03152,11-07-2025,West,,Corporate,Furniture,Headphones,6,499,0.15,2544.9,727.43
3153,ORD03153,16-11-2025,West,,Home Office,Electronics,Phone,10,99,0,990,257.18
3154,ORD03154,02-12-2025,South,CUST2835,Consumer,Furniture,Tablet,4,299,0.1,1076.4,128.6
3155,ORD03155,03-08-2025,North,,Corporate,Office Supplies,Phone,4,499,0,1996,125.48
3156,ORD03156,22-08-2025,north,,Corporate,Office Supplies,Phone,2,149,0.1,268.2,24.84
3157,ORD03157,20-08-2025,north,CUST2766,Home Office,Electronics,Headphones,9,149,,1341,395.71
3158,ORD03158,16-03-2024,East,,Consumer,Furniture,Headphones,8,299,0,2392,593.07
3159,ORD03159,02-11-2025,north,CUST1628,Home Office,Office Supplies,Chair,9,499,0.05,4266.45,480.11
3160,ORD03160,03-03-2024,East,,Consumer,Furniture,Printer,1,499,0.15,424.15,44.05
3161,ORD03161,05-03-2025,North,,Corporate,Furniture,Printer,9,499,0.05,4266.45,384.12
3162,ORD03162,08-05-2025,North,,Home Office,Office Supplies,Phone,4,499,0.05,1896.2,491.64
3163,ORD03163,05-07-2025,WEST,CUST2089,Corporate,Electronics,Laptop,7,999,0.15,5944.05,964.33
3164,ORD03164,12-07-2024,South,,Corporate,Office Supplies,Tablet,6,799,0.1,4314.6,1099.24
3165,ORD03165,20-07-2025,WEST,CUST2658,Consumer,Office Supplies,Tablet,6,499,0,2994,578.2
3166,ORD03166,11-03-2025,South,,Home Office,Electronics,Phone,4,149,,596,32.01
3167,ORD03167,26-06-2024,WEST,CUST2213,Consumer,Office Supplies,Tablet,10,499,,4990,1403.07
3168,ORD03168,31-05-2024,WEST,,Corporate,Electronics,Phone,4,799,0,3196,770.56
3169,ORD03169,16-02-2025,WEST,CUST2684,Home Office,Office Supplies,Chair,1,499,0.05,474.05,35.41
3170,ORD03170,11-03-2025,South,CUST1773,Corporate,Electronics,Headphones,10,999,0.05,9490.5,477.39
3171,ORD03171,17-08-2024,West,CUST1218,Consumer,Electronics,Laptop,4,149,,596,78.59
3172,ORD03172,20-08-2025,north,,Home Office,Furniture,Printer,6,299,,1794,181.25
3173,ORD03173,18-12-2024,North,CUST2882,Home Office,Furniture,Tablet,8,99,0.15,673.2,157.63
3174,ORD03174,03-01-2024,WEST,,Consumer,Furniture,Desk,5,149,0.1,670.5,56.16
3175,ORD03175,02-04-2025,North,CUST1426,Home Office,Office Supplies,Desk,5,149,0.05,707.75,149.98
3176,ORD03176,22-02-2025,West,CUST1752,Home Office,Furniture,Chair,9,999,,8991,1941.27
3177,ORD03177,25-06-2025,West,CUST1284,Home Office,Office Supplies,Headphones,3,799,0.15,2037.45,107.18
3178,ORD03178,06-02-2024,West,,Corporate,Office Supplies,Phone,7,199,0.15,1184.05,267.5
3179,ORD03179,11-11-2025,WEST,,Corporate,Furniture,Tablet,6,499,0.15,2544.9,726.89
3180,ORD03180,28-07-2025,West,,Home Office,Electronics,Monitor,1,199,,199,26.33
3181,ORD03181,04-02-2024,north,,Home Office,Office Supplies,Tablet,4,199,,796,68.78
3182,ORD03182,21-05-2025,West,CUST1990,Consumer,Office Supplies,Chair,9,149,0,1341,311.96
3183,ORD03183,18-09-2024,West,CUST2703,Consumer,Furniture,Laptop,8,299,0,2392,407.11
3184,ORD03184,26-09-2024,South,CUST2381,Corporate,Furniture,Phone,2,99,0.05,188.1,52.96
3185,ORD03185,27-03-2024,north,,Corporate,Office Supplies,Printer,9,999,0.05,8541.45,2443.51
3186,ORD03186,08-11-2024,WEST,,Corporate,Electronics,Laptop,6,799,0.1,4314.6,654.82
3187,ORD03187,14-07-2025,West,,Home Office,Furniture,Phone,8,149,0.1,1072.8,222.12
3188,ORD03188,05-11-2024,WEST,,Corporate,Furniture,Headphones,,199,0,995,175.55
3189,ORD03189,04-08-2024,North,,Home Office,Office Supplies,Printer,4,799,0.05,3036.2,792.37
3190,ORD03190,01-11-2024,East,,Corporate,Office Supplies,Printer,9,499,0.1,4041.9,660.8
3191,ORD03191,22-07-2024,north,,Consumer,Electronics,Printer,6,499,0.15,2544.9,269.87
3192,ORD03192,14-06-2024,WEST,,Corporate,Furniture,Monitor,3,799,,2397,505.15
3193,ORD03193,10-10-2024,north,,Consumer,Electronics,Desk,3,149,0,447,28.18
3194,ORD03194,04-06-2024,West,,Home Office,Electronics,Tablet,,149,0.15,1139.85,303.57
3195,ORD03195,18-12-2024,North,CUST2527,Home Office,Electronics,Chair,5,299,0.05,1420.25,276.77
3196,ORD03196,09-05-2024,WEST,,Corporate,Furniture,Tablet,4,799,0.05,3036.2,757.2
3197,ORD03197,02-02-2025,North,CUST2119,Corporate,Electronics,Tablet,8,99,,792,50.97
3198,ORD03198,01-07-2024,north,CUST1342,Home Office,Furniture,Desk,1,999,0.05,949.05,273.99
3199,ORD03199,20-01-2024,North,,Corporate,Furniture,Chair,1,199,0.05,189.05,18.34
3200,ORD03200,25-10-2024,East,,Consumer,Furniture,Monitor,3,499,0,1497,296.73
3201,ORD03201,28-01-2024,East,,Home Office,Electronics,Printer,6,799,,4794,1282
3202,ORD03202,13-09-2025,South,CUST1958,Home Office,Electronics,Desk,4,199,0.1,716.4,193.33
3203,ORD03203,22-12-2024,West,,Consumer,Office Supplies,Desk,7,99,,693,117.64
3204,ORD03204,05-06-2024,north,,Corporate,Furniture,Monitor,4,149,0.15,506.6,104.94
3205,ORD03205,10-01-2025,South,,Consumer,Electronics,Laptop,9,999,0.1,8091.9,2252.7
3206,ORD03206,06-02-2025,East,,Corporate,Office Supplies,Laptop,8,199,0,1592,122.99
3207,ORD03207,09-03-2024,West,,Home Office,Furniture,Desk,1,999,,999,254.47
3208,ORD03208,29-06-2025,West,CUST2787,Home Office,Furniture,Printer,1,99,0.1,89.1,8.26
3209,ORD03209,27-01-2024,East,,Corporate,Furniture,Monitor,9,199,0.05,1701.45,174.19
3210,ORD03210,16-02-2024,WEST,,Consumer,Office Supplies,Printer,2,299,0.05,568.1,111.19
3211,ORD03211,29-07-2024,South,,Home Office,Furniture,Desk,6,199,0.15,1014.9,252.96
3212,ORD03212,29-08-2025,West,,Consumer,Office Supplies,Desk,7,499,0.05,3318.35,726.42
3213,ORD03213,12-11-2025,South,,Home Office,Electronics,Monitor,9,199,0.05,1701.45,176.41
3214,ORD03214,23-02-2024,WEST,,Corporate,Furniture,Tablet,9,299,,2691,253.31
3215,ORD03215,02-07-2025,East,CUST2619,Home Office,Furniture,Tablet,6,999,0.15,5094.9,831.31
3216,ORD03216,07-03-2024,North,,Corporate,Electronics,Chair,6,199,0.1,1074.6,217.85
3217,ORD03217,07-07-2024,West,,Home Office,Electronics,Monitor,6,499,0.15,2544.9,340.09
3218,ORD03218,25-11-2024,WEST,,Consumer,Office Supplies,Laptop,1,799,0,799,128.95
3219,ORD03219,13-08-2025,West,CUST2360,Home Office,Furniture,Laptop,9,99,0.15,757.35,210.52
3220,ORD03220,21-01-2025,WEST,CUST1866,Home Office,Office Supplies,Tablet,4,99,0.15,336.6,59.18
3221,ORD03221,30-10-2024,South,CUST2655,Corporate,Furniture,Monitor,5,99,0.15,420.75,26.39
3222,ORD03222,23-01-2024,North,CUST1983,Home Office,Electronics,Monitor,1,299,0.15,254.15,15.21
3223,ORD03223,10-04-2025,South,,Consumer,Furniture,Tablet,10,149,,1490,399.53
3224,ORD03224,23-10-2024,north,CUST2575,Home Office,Office Supplies,Laptop,6,499,0.15,2544.9,526.71
3225,ORD03225,07-10-2025,north,,Consumer,Office Supplies,Desk,8,149,0.05,1132.4,197.88
3226,ORD03226,11-01-2024,WEST,,Corporate,Electronics,Tablet,8,99,,792,133.34
3227,ORD03227,07-07-2024,North,,Home Office,Office Supplies,Printer,4,199,0,796,212.51
3228,ORD03228,04-04-2024,South,CUST1691,Home Office,Furniture,Laptop,2,299,0.15,508.3,126.61
3229,ORD03229,26-01-2024,WEST,,Consumer,Electronics,Phone,8,299,0,2392,585.8
3230,ORD03230,06-07-2025,West,,Home Office,Furniture,Chair,4,499,0,1996,313.86
3231,ORD03231,11-12-2025,WEST,CUST2422,Corporate,Furniture,Headphones,3,199,0.1,537.3,47.35
3232,ORD03232,14-11-2025,north,CUST1844,Home Office,Furniture,Printer,9,999,0.05,8541.45,1619.12
3233,ORD03233,28-05-2024,West,CUST1214,Corporate,Electronics,Desk,4,299,0.05,1136.2,303.48
3234,ORD03234,23-11-2025,north,CUST2928,Corporate,Electronics,Phone,5,149,0.1,670.5,87.69
3235,ORD03235,23-09-2024,West,,Home Office,Furniture,Monitor,4,99,,396,21.03
3236,ORD03236,17-09-2025,West,,Home Office,Office Supplies,Printer,10,149,,1490,333.05
3237,ORD03237,29-07-2025,WEST,,Home Office,Electronics,Printer,3,199,,597,34.45
